n,k,nu,strategy,trial,seed,t,potential,expectation_upper_bound,kernel_trace,orthogonality_error,total_queries_in_run
48,1,2,random,5,722105,9,0.3058820181878393,1.5,0.17891104939273542,3.423348585585285e-16,12
48,1,2,random,5,722105,10,0.35927336093029794,1.6666666666666667,0.21614413985920208,3.768602004205082e-16,12
48,1,2,random,5,722105,11,0.42210207263586846,1.8333333333333333,0.2625820971338916,3.76907715607561e-16,12
48,1,2,random,5,722105,12,0.4253144909727013,2.0,0.2650357688459832,3.769084960465108e-16,12
48,1,2,random,6,722106,0,0.0,0.0,0.0,0.0,12
48,1,2,random,6,722106,1,0.01558069301487544,0.16666666666666666,0.007851352432534101,2.220446049250313e-16,12
48,1,2,random,6,722106,2,0.021146486228850965,0.3333333333333333,0.01068582878101436,2.220988018052242e-16,12
48,1,2,random,6,722106,3,0.03101398094746036,0.5,0.01574996256598476,2.2862592937648205e-16,12
48,1,2,random,6,722106,4,0.11044652280470106,0.6666666666666666,0.05838831268675223,3.8031842429542176e-16,12
48,1,2,random,6,722106,5,0.11297161952865695,0.8333333333333334,0.05980007885874913,3.8064857197805476e-16,12
48,1,2,random,6,722106,6,0.22724313558629983,1.0,0.12756749941425666,3.830077167894962e-16,12
48,1,2,random,6,722106,7,0.22768847113769153,1.1666666666666667,0.12784703977265344,3.833895447715837e-16,12
48,1,2,random,6,722106,8,0.2368819649111034,1.3333333333333333,0.13364576203955095,4.066959782214409e-16,12
48,1,2,random,6,722106,9,0.24354643215721447,1.5,0.1378827765060857,4.0692937151362425e-16,12
48,1,2,random,6,722106,10,0.2600099166378282,1.6666666666666667,0.14847147395774982,4.070829571812009e-16,12
48,1,2,random,6,722106,11,0.26873663605741804,1.8333333333333333,0.15415526692479367,4.1013612332152424e-16,12
48,1,2,random,6,722106,12,0.26874256498713994,2.0,0.15415914537689607,4.156802135100919e-16,12
48,1,2,random,7,722107,0,0.0,0.0,0.0,0.0,12
48,1,2,random,7,722107,1,0.012787269731440022,0.16666666666666666,0.006434688232716235,0.0,12
48,1,2,random,7,722107,2,0.01478520772124494,0.3333333333333333,0.007447524791093598,2.7755575615628914e-17,12
48,1,2,random,7,722107,3,0.03725395916269221,0.5,0.01897829297741621,5.1017176284638794e-17,12
48,1,2,random,7,722107,4,0.06876718530745518,0.6666666666666666,0.03559339604591821,2.3588266817219465e-16,12
48,1,2,random,7,722107,5,0.1877365053487949,0.8333333333333334,0.10325778153230926,2.642101956921148e-16,12
48,1,2,random,7,722107,6,0.1967001544375989,1.0,0.10868948014788421,2.642104742171219e-16,12
48,1,2,random,7,722107,7,0.41415131509680103,1.1666666666666667,0.25654303116362626,2.702779811694806e-16,12
48,1,2,random,7,722107,8,0.4143700826789325,1.3333333333333333,0.2567085563584454,2.812514095795332e-16,12
