case,trial,warm_ratio,final_ratio,surrogate_ratio,queries,exceeds_requested_factor
mixed_rank_family_low_rank_noise,13,1.0,1.0,1.3632786205693542e-14,34,False
mixed_rank_family_low_rank_noise,14,1.0,1.0,1.5704410346124732e-14,34,False
mixed_rank_family_low_rank_noise,15,1.0,1.0,1.0815803212680432e-14,34,False
mixed_rank_family_low_rank_noise,16,1.0,1.0,1.347734847121214e-14,34,False
mixed_rank_family_low_rank_noise,17,1.0,1.0,1.0602399649358997e-14,34,False
mixed_rank_family_low_rank_noise,18,1.0,1.0,1.5652570943094622e-14,34,False
mixed_rank_family_low_rank_noise,19,1.0,1.0,1.4847782758392008e-14,34,False
mixed_rank_family_low_rank_noise,20,1.0,1.0,1.4867384077362776e-14,34,False
mixed_rank_family_low_rank_noise,21,1.0,1.0,1.3675589548367948e-14,34,False
mixed_rank_family_low_rank_noise,22,1.0,1.0,1.542052507436797e-14,34,False
mixed_rank_family_low_rank_noise,23,1.0,1.0,1.5226592339746217e-14,34,False
mixed_rank_family_low_rank_noise,24,1.0,1.0,1.0258670318580926e-14,34,False
mixed_rank_family_low_rank_noise,25,1.0,1.0,1.1504325377685096e-14,34,False
mixed_rank_family_low_rank_noise,26,1.0,1.0,1.431157468510482e-14,34,False
mixed_rank_family_low_rank_noise,27,1.0,1.0,1.5356842270543935e-14,34,False
mixed_rank_family_low_rank_noise,28,1.0,1.0,1.293637629496975e-14,34,False
mixed_rank_family_low_rank_noise,29,1.0,1.0,1.607268736855612e-14,34,False
mixed_rank_family_low_rank_noise,30,1.0,1.0,1.6436259601555345e-14,34,False
